smiles,minimum_degree,MW,HBD,num_rings,num_rotatable_bonds,TPSA,solubility
CCNc1nc(NC(C)C)nc(OC)n1,1,211.269,2,1,5,71.96,-2.084
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,2,252.316,0,5,0,0,-8.699
CCBr,1,108.966,0,0,0,0,-1.09
CCC#CCC,1,82.146,0,0,0,0,-1.99
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,1,764.95,5,8,7,182.83,-5.293
CCC(=C)C,1,70.135,0,0,1,0,-2.73
Oc1cccc2cccnc12 ,1,145.161,1,2,0,33.12,-2.42
C1CCc2ccccc2C1,2,132.206,0,2,0,0,-4.37
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,1,318.328,2,4,2,66.76,-2.9
Brc1cc(Br)cc(Br)c1,1,314.802,0,1,0,0,-5.6
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,1,321.549,0,1,4,27.69,-5.72
Cc1cc(=O)[nH]c(=S)[nH]1,1,142.183,2,1,0,48.65,-2.436
COc1cc(CC=C)ccc1O,1,164.204,1,1,3,29.46,-1.56
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,1,210.233,2,1,3,75.27,-1.708
c1cc2ccc3cccc4ccc(c1)c2c34,2,202.256,0,4,0,0,-6.176
CCOC(C)OCC,1,118.176,0,0,4,18.46,-0.43
CC1(C)CON(Cc2ccccc2Cl)C1=O,1,239.702,0,2,2,29.54,-2.338
CCCCOCCO,1,118.176,1,0,5,29.46,-0.42
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,1,295.336,0,1,1,43.14,-5.82
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,1,290.447,1,4,0,37.3,-4.402
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,1,312.118,0,2,2,20.31,-4.047
c1ccc2ncccc2c1,2,129.162,0,2,0,12.89,-1.3
COC(=O)c1cc(O)c(O)c(O)c1 ,1,184.147,3,1,1,86.99,-1.24
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,1,306.276,1,3,5,81.65,-1.8
Clc2ccc1oc(=O)[nH]c1c2,1,169.567,1,2,0,46,-2.831
Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,1,395.327,0,2,1,0,-7.92
O=C1NC(=O)C(=O)C(=O)N1 ,1,142.07,2,1,0,92.34,-1.25
ClCCCCl,1,112.987,0,0,2,0,-1.62
Fc1cccc(Br)c1,1,175,0,1,0,0,-2.67
Clc1ccc(Br)cc1,1,191.455,0,1,0,0,-3.63
CC(C)C(C)C,1,86.178,0,0,1,0,-3.65
CCC=C,1,56.108,0,0,1,0,-1.94
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,1,360.882,0,2,1,0,-7.68
Nc1cc[nH]c(=O)n1 ,1,111.104,2,1,0,71.77,-1.155
FC(F)(Cl)C(F)(Cl)Cl,1,187.375,0,0,1,0,-3.04
CCC#N,1,55.08,0,0,0,23.79,0.28
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,1,320.046,0,2,3,0,-6.51
COc1ccccc1N(=O)=O,1,153.137,0,1,2,52.37,-1.96
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,1,288.431,1,4,0,37.3,-4.12
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,1,284.142,0,3,1,37.38,-4.8
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,2,276.338,0,6,0,0,-9.018
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,1,240.215,1,1,4,106.51,-3.38
c1c(OC)c(OC)C2C(=O)OCC2c1,1,196.202,0,2,2,44.76,-1.899
OCC(O)CO,1,92.094,3,0,2,60.69,1.12
COc1ccccc1O ,1,124.139,1,1,1,29.46,-1.96
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,1,350.591,0,1,6,40.58,-5.67
Cc1c2ccccc2cc3ccccc13,1,192.261,0,3,0,0,-5.89
Cc1cc(=O)n(c2ccccc2)n1C,1,188.23,0,2,1,26.93,0.715
CCCCOC,1,88.15,0,0,3,9.23,-0.99
Cc2cnc1cncnc1n2,1,146.153,0,2,0,51.56,-0.854
CCNc1nc(Cl)nc(NCC)n1 ,1,201.661,2,1,4,62.73,-4.55
CN(C)C(=O)C,1,87.122,0,0,0,20.31,1.11
CSc1nc(nc(n1)N(C)C)N(C)C,1,213.31,0,1,3,45.15,-2.676
C=C,1,28.054,0,0,0,0,-0.4
CC(C)(C)CCO,1,102.177,1,0,1,20.23,-0.5
O=C1NC(=O)NC(=O)C1(CC)CC=C,1,196.206,2,1,3,75.27,-1.614
Oc1ccc(Cl)c(Cl)c1Cl,1,197.448,1,1,0,20.23,-2.67
COc1ccccc1,1,108.14,0,1,1,9.23,-1.85
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,1,339.218,1,2,4,46.53,-4.53
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,1,360.45,2,4,3,91.67,-3.85
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,1,286.331,1,2,4,50.8,-4.16
CCc1ccc(C)cc1,1,120.195,0,1,1,0,-3.11
CC(C)SC(C)C,1,118.245,0,0,2,0,-2.24
O=N(=O)c1cccc(c1)N(=O)=O,1,168.108,0,1,2,86.28,-2.29
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,1,384.487,0,0,12,36.92,-5.54
CCC1(C(C)C)C(=O)NC(=O)NC1=O ,1,198.222,2,1,2,75.27,-2.21
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,1,402.487,1,4,3,97.74,-4.21
Cc1ncc(N(=O)=O)n1CCO,1,171.156,1,1,3,81.19,-1.22
Nc1ccc(Cl)cc1,1,127.574,1,1,0,26.02,-1.66
CCCC(C)(C)CO,1,116.204,1,0,3,20.23,-1.52
c1ccoc1,2,68.075,0,1,0,13.14,-0.82
COCCCNc1nc(NC(C)C)nc(SC)n1,1,271.39,2,1,8,71.96,-2.928
CN(C)C(=O)NC1CC2CC1C3CCCC23,1,222.332,1,3,1,32.34,-3.171
CC(C)(C)c1ccccc1,1,134.222,0,1,0,0,-3.66
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,1,322.364,0,3,5,57.69,-3.27
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,1,402.487,2,4,3,100.9,-4.37
CCCOC,1,74.123,0,0,2,9.23,-0.39
CC(C)OC(=O)C,1,102.133,0,0,1,26.3,-0.55
Brc1ccccc1,1,157.01,0,1,0,0,-2.55
CCOC(=O)c1ccc(O)cc1,1,166.176,1,1,2,46.53,-2.35
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,1,352.39,1,3,6,75.71,-5.071
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,1,344.495,0,4,2,43.37,-5.37
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,2,300.36,0,7,0,0,-9.332
O=c1[nH]cnc2[nH]ncc12 ,1,136.114,2,2,0,74.43,-2.266
ClC=C,1,62.499,0,0,0,0,-1.75
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,1,239.318,0,2,3,20.31,-2.98
BrC(Br)(Br)Br,1,331.627,0,0,0,0,-3.14
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,1,296.374,1,3,2,48.47,-4.871
O=C1NC(=O)c2ccccc12 ,1,147.133,1,2,0,46.17,-2.61
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,1,331.202,1,3,3,46.01,-4.38
COC(=O)c1ccccc1,1,136.15,0,1,1,26.3,-1.85
Cn1ccc(=O)[nH]c1=O,1,126.115,1,1,0,54.86,-0.807
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,1,324.38,1,3,5,60.85,-3.73
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,1,291.992,0,2,1,0,-6.47
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,1,289.744,3,2,2,101.29,-3.29
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,233.098,1,1,1,32.34,-3.8
C1CC=CC1,2,68.119,0,1,0,0,-2.1
C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),1,286.156,6,2,1,191,-1.99
CCCCCCCCC,1,128.259,0,0,6,0,-5.88
Oc1ccccc1Cl,1,128.558,1,1,0,20.23,-1.06
c1cccc2c3c(C)cc4ccccc4c3ccc12,1,242.321,0,4,0,0,-6.59
CCOc1ccccc1,1,122.167,0,1,2,9.23,-2.33
CCOC(=O)C=Cc1ccccc1,1,176.215,0,1,3,26.3,-3
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,1,216.668,1,1,0,54.86,-2.484
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,1,315.716,1,3,2,84.6,-3.499
Cc1ccc(cc1)S(=O)(=O)N,1,171.221,1,1,1,60.16,-1.74
CC(OC(=O)Nc1cccc(Cl)c1)C#C,1,223.659,1,1,2,38.33,-2.617
CCCCCC(C)C,1,114.232,0,0,4,0,-5.08
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,1,449.856,0,3,6,59.32,-8.176
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,1,300.362,0,3,2,56.22,-3.538
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,1,284.746,0,3,1,32.67,-3.754
CCC(O)C(C)C,1,102.177,1,0,2,20.23,-0.7
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,1,308.361,0,1,7,44.76,-2.3
CC1(C)C2CCC1(C)C(O)C2,1,154.253,1,2,0,20.23,-2.32
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,1,288.431,1,4,0,37.3,-4.02
CCCCCCC,1,100.205,0,0,4,0,-4.53
Oc1cccc2ccccc12,1,144.173,1,2,0,20.23,-2.22
C/C1CCCCC1\C,1,112.216,0,1,0,0,-4.3
COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,1,435.481,2,3,6,132.5,-3.638
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,2,254.332,0,5,0,0,-7.85
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,1,340.507,0,4,1,34.14,-5.27
CCCCCC(=O)C,1,114.188,0,0,4,17.07,-1.45
COP(=O)(NC(C)=O)SC ,1,183.169,1,0,3,55.4,0.54
CCCCSP(=O)(SCCCC)SCCCC,1,314.522,0,0,12,17.07,-5.14
c1cC2C(=O)NC(=O)C2cc1,1,149.149,1,2,0,46.17,-2.932
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,1,380.662,3,2,2,118.36,-2.68
CC=C(C)C,1,70.135,0,0,0,0,-2.56
Cc1ccc(C)c(C)c1,1,120.195,0,1,0,0,-3.31
Oc1cc(Cl)c(Cl)cc1Cl,1,197.448,1,1,0,20.23,-2.21
c1ccc2c(c1)cnc3ccccc23 ,2,179.222,0,3,0,12.89,-2.78
CCCC(C)(O)CC,1,116.204,1,0,3,20.23,-0.98
CCCCCCCC,1,114.232,0,0,5,0,-5.24
c1ccc2cc3ccccc3cc2c1,2,178.234,0,3,0,0,-6.35
NNc1ccccc1,1,108.144,2,1,1,38.05,0.07
CCC=O,1,58.08,0,0,1,17.07,0.58
C1CCCCCCC1,2,112.216,0,1,0,0,-4.15
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,1,208.217,2,1,4,75.27,-2.077
ClC(Cl)Cl,1,119.378,0,0,0,0,-1.17
Sc1nccc(=O)[nH]1 ,1,128.156,2,1,0,45.75,-2.273
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,1,328.843,1,3,4,32.34,-5.915
CC1=CCCCC1,1,96.173,0,1,0,0,-3.27
CCCCC(CC)C=O,1,128.215,0,0,5,17.07,-2.13
COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,1,260.245,0,3,2,61.81,-3.021
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,1,226.276,2,1,4,75.27,-2.658
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,2,252.316,0,5,0,0,-8
CCC(CC)C=O,1,100.161,0,0,3,17.07,-1.52
CCCOCCC,1,102.177,0,0,4,9.23,-1.62
CCCCCCCCCCCCCCO,1,214.393,1,0,12,20.23,-5.84
Oc1c(Cl)ccc(Cl)c1Cl,1,197.448,1,1,0,20.23,-2.64
NC(=O)N,1,60.056,2,0,0,69.11,0.96
CCCC#C,1,68.119,0,0,1,0,-1.64
Brc1cccc(Br)c1,1,235.906,0,1,0,0,-3.54
CCCCCCCCCCCCCCCCCCO,1,270.501,1,0,16,20.23,-8.4
CC(=O)Nc1ccccc1,1,135.166,1,1,1,29.1,-1.33
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,1,300.266,4,4,0,107.22,-2.7
c1nccc(C(=O)NN)c1,1,137.142,2,1,1,68.01,0.009
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,1,354.875,1,3,0,20.23,-5.46
CC(C)CCOC=O,1,116.16,0,0,4,26.3,-1.52
CC(=O)c1ccccc1,1,120.151,0,1,1,17.07,-1.28
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,2,256.308,0,4,1,25.78,-5.4
CCOP(=O)(OCC)OCC,1,182.156,0,0,6,44.76,0.43
CC2(C)C1CCC(C)(C1)C2=O,1,152.237,0,2,0,17.07,-1.85
COc2cnc1cncnc1n2,1,162.152,0,2,1,60.79,-0.91
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,1,338.876,0,3,0,0,-5.64
CC(C)N(=O)=O,1,89.094,0,0,1,43.14,-0.62
c1ccc2c(c1)[nH]c3ccccc32,2,167.211,1,3,0,15.79,-5.27
OCC(O)C(O)CO,1,122.12,4,0,3,80.92,0.7
CCCOC(=O)c1ccc(N)cc1,1,179.219,1,1,3,52.32,-2.452
CNC(=O)C=C(C)OP(=O)(OC)OC,1,223.165,1,0,5,73.86,0.651
O=C1CCC(=O)N1,1,99.089,1,1,0,46.17,0.3
CCC(C)C(C)C,1,100.205,0,0,2,0,-4.28
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,1,316.427,1,1,8,84.42,-4.16
CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,1,270.361,0,3,1,32.26,-4.634
O2c1ccccc1N(CC)C(=O)c3ccccc23 ,1,239.274,0,3,1,29.54,-3.68
C1CCOCC1,2,86.134,0,1,0,9.23,-0.03
CCCCCC#C,1,96.173,0,0,3,0,-3.01
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,1,244.29,0,2,3,39.44,-4.314
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,1,268.359,0,5,0,0,-7.92
CCOC(=O)c1ccccc1,1,150.177,0,1,2,26.3,-2.32
ClCC(C)C,1,92.569,0,0,1,0,-2
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,1,296.41,2,4,0,40.46,-4.3
CCCCCCCCCCCC(=O)OC,1,214.349,0,0,10,26.3,-4.69
CCCSCCC,1,118.245,0,0,4,0,-2.58
c1ccc2cc3cc4ccccc4cc3cc2c1,2,228.294,0,4,0,0,-8.6
CCCCCBr,1,151.047,0,0,3,0,-3.08
CCCC/C=C/C,1,98.189,0,0,3,0,-3.82
Cc1ncc(N(=O)=O)n1CCO ,1,171.156,1,1,3,81.19,-1.26
CCCCCC1CCCC1,1,140.27,0,1,4,0,-6.08
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,1,360.882,0,2,1,0,-7.42
O=C1NC(=O)NC(=O)C1(CC)C(C)C,1,198.222,2,1,2,75.27,-2.148
CC(Cl)(Cl)Cl,1,133.405,0,0,0,0,-2
CON(C)C(=O)Nc1ccc(Cl)cc1,1,214.652,1,1,2,41.57,-2.57
O=C2NC(=O)C1(CCCCC1)C(=O)N2,1,196.206,2,2,0,75.27,-3.06
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,1,211.261,0,1,1,46.61,-0.85
Cc1ccc(Br)cc1,1,171.037,0,1,0,0,-3.19
CCOCC,1,74.123,0,0,2,9.23,-0.09
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,1,330.171,1,2,2,69.72,-4.376
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,1,335.282,0,1,7,89.52,-5.53
Cc1cc(C)c(O)c(C)c1,1,136.194,1,1,0,20.23,-2.05
c1ccccc1,2,78.114,0,1,0,0,-1.64
Clc1ccc(I)cc1,1,238.455,0,1,0,0,-4.03
COc1ccc(NC(=O)N(C)C)cc1Cl,1,228.679,1,1,2,41.57,-2.564
CC(C)N(C(=O)CCl)c1ccccc1 ,1,211.692,0,1,3,20.31,-2.48
C=Cc1ccccc1,1,104.152,0,1,1,0,-2.82
COCOC,1,76.095,0,0,2,18.46,0.48
Cc1ccccc1C,1,106.168,0,1,0,0,-2.8
CCC(C)O,1,74.123,1,0,1,20.23,0.47
Oc1ccc(O)cc1,1,110.112,2,1,0,40.46,-0.17
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,1,288.387,3,4,0,60.69,-4.955
C1c2ccccc2c3cc4ccccc4cc13,2,216.283,0,4,0,0,-8.04
O=C1CNC(=O)N1 ,1,100.077,2,1,0,58.2,-0.4
c1(O)cc(O)ccc1CCCCCC,1,194.274,2,1,5,40.46,-2.59
C=CCS(=O)SCC=C,1,162.279,0,0,5,17.07,-0.83
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,1,362.771,0,2,6,57.9,-5.382
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,1,256.348,0,4,0,0,-7.01
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,1,476.585,2,4,6,100.9,-4.71
O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,1,168.112,4,2,0,114.37,-3.93
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,1,231.893,1,1,0,20.23,-3.1
Clc1cccc(Cl)c1,1,147.004,0,1,0,0,-3.04
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,1,354.491,0,2,2,0,-7.15
CC(C)COC=O,1,102.133,0,0,3,26.3,-1.01
c1ccccc1SC,1,124.208,0,1,1,0,-2.39
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,1,322.29,1,3,1,58.12,-4.207
CCCCCC,1,86.178,0,0,3,0,-3.84
COC(=O)c1cccnc1 ,1,137.138,0,1,1,39.19,-0.46
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,1,421.422,3,3,3,118.36,-3.59
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,1,360.882,0,2,1,0,-7.82
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,1,286.114,0,2,2,46.61,-4.925
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,1,240.698,2,1,4,86.52,-3.15
c1ccc2c(c1)c3ccccc3c4ccccc24,2,228.294,0,4,0,0,-6.726
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,1,266.34,2,2,3,40.46,-4.95
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1,390.564,0,1,14,52.6,-6.96
CCc1ccccn1,1,107.156,0,1,1,12.89,0.51
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,1,380.784,0,0,5,44.76,-2.28
c1ccc(cc1)c2ccccc2,2,154.212,0,2,1,0,-4.345
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,1,360.882,0,2,1,0,-8.71
CN(C)c1nc(nc(n1)N(C)C)N(C)C,1,210.285,0,1,3,48.39,-3.364
CC(C)CC(C)(C)O,1,116.204,1,0,2,20.23,-0.92
O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,1,210.233,2,2,0,75.27,-3.168
OCC1OC(O)(CO)C(O)C1O,1,180.156,5,1,2,110.38,0.64
Cc1cc(C)cc(O)c1,1,122.167,1,1,0,20.23,-1.4
ClCC#CCOC(=O)Nc1cccc(Cl)c1,1,258.104,1,1,2,38.33,-4.37
CC(=O)Nc1ccc(Cl)cc1,1,169.611,1,1,1,29.1,-2.843
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,1,395.327,0,2,1,0,-8.94
CCC(C)(C)C,1,86.178,0,0,0,0,-3.55
CNc1ccccc1,1,107.156,1,1,1,12.03,-1.28
C=CCC=C,1,68.119,0,0,2,0,-2.09
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1,404.503,2,4,3,100.9,-4.88
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,1,198.134,1,1,2,106.51,-1.456
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,1,321.163,2,3,1,61.69,-3.604
Oc1cccc(Cl)c1,1,128.558,1,1,0,20.23,-0.7
Clc1cccc(Br)c1,1,191.455,0,1,0,0,-3.21
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,1,295.729,2,2,1,118.69,-3.05
O=C1NC(=O)NC(=O)C1(C)CC,1,170.168,2,1,1,75.27,-1.228
OCCOc1ccccc1,1,138.166,1,1,3,29.46,-0.7
C(c1ccccc1)c2ccccc2,2,168.239,0,2,2,0,-4.08
CCCCCC(O)CC,1,130.231,1,0,5,20.23,-1.98
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,1,421.734,0,2,6,89.52,-6.78
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1,229.715,2,1,4,62.73,-4.43
CCCC(C)CO,1,102.177,1,0,3,20.23,-1.11
CCCCC(C)(C)O,1,116.204,1,0,3,20.23,-1.08
CCc1ccccc1,1,106.168,0,1,1,0,-2.77
O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,1,224.26,2,1,3,75.27,-2.253
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,1,373.321,0,3,0,0,-6.317
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,1,303.156,2,1,4,75.27,-2.647
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,1,349.43,0,3,5,59.32,-6.025
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,1,310.478,0,0,10,35.53,-5.19
CCOC(=O)CC,1,102.133,0,0,2,26.3,-0.66
CSc1nc(NC(C)C)nc(NC(C)C)n1,1,241.364,2,1,5,62.73,-4.1
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,1,236.702,1,1,2,32.34,-3.9
Cc1cc2ccccc2cc1C,1,156.228,0,2,0,0,-4.72
Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,1,257.547,0,2,1,0,-6.25
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,1,360.882,0,2,1,0,-7.39
NC(N)=NC#N ,1,84.082,2,0,0,88.19,-0.31
ClC(Cl)(Cl)N(=O)=O,1,164.375,0,0,0,43.14,-2
Clc1cccc(Cl)c1c2ccccc2 ,1,223.102,0,2,1,0,-5.21
COc1ccc(C=O)cc1,1,136.15,0,1,2,26.3,-1.49
CC(=O)Nc1ccc(cc1)N(=O)=O,1,180.163,1,1,2,72.24,-2.692
CCCCCCC(=O)OCC,1,158.241,0,0,6,26.3,-2.74
CC(=O)Nc1ccc(O)cc1,1,151.165,2,1,1,49.33,-1.03
c2ccc1[nH]ncc1c2 ,2,118.139,1,2,0,28.68,-2.16
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,1,434.504,2,5,2,93.06,-4.31
Nc2nc1[nH]cnc1c(=O)[nH]2 ,1,151.129,3,2,0,100.45,-3.583
COC(=O)C,1,74.079,0,0,0,26.3,0.46
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,1,290.447,1,4,0,37.3,-4.743
CCCC(O)C=C,1,100.161,1,0,3,20.23,-0.59
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,1,511.581,2,7,5,92.18,-3.931
CCCCOCCCC,1,130.231,0,0,6,9.23,-1.85
CCCCCCCCCCCCO,1,186.339,1,0,10,20.23,-4.8
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,1,313.361,2,3,4,81.59,-3.36
CCCC(C)(C)O,1,102.177,1,0,2,20.23,-0.49
Nc1nc(=O)[nH]cc1F,1,129.094,2,1,0,71.77,-0.972
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,1,293.407,0,1,9,38.77,-3.84
CCCCCC(C)(C)O,1,130.231,1,0,4,20.23,-1.72
Cc1c(C)c(C)c(C)c(C)c1C,1,162.276,0,1,0,0,-5.23
CC(C)c1ccc(C)cc1O,1,150.221,1,1,1,20.23,-2.22
c2cnc1ncncc1n2,2,132.126,0,2,0,51.56,0.02
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,1,291.265,0,1,7,70.83,-4.66
C,0,16.043,0,0,0,0,-0.9
c2ccc1NCCc1c2 ,2,119.167,1,2,0,12.03,-1.04
O=N(=O)c1cccc2ccccc12,1,173.171,0,2,1,43.14,-3.54
CCC(C)C(=O)C,1,100.161,0,0,2,17.07,-0.67
Nc1nc(O)nc2nc[nH]c12 ,1,151.129,3,2,0,100.71,-3.401
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,1,527.414,2,5,6,70.67,-4.445
CN(=O)=O,1,61.04,0,0,0,43.14,0.26
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,1,304.67,0,0,4,20.31,-4.88
C=CCCC=C,1,82.146,0,0,3,0,-2.68
c2ccc1[nH]ccc1c2,2,117.151,1,2,0,15.79,-1.52
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,1,286.415,0,4,0,34.14,-3.69
CCCCC=C,1,84.162,0,0,3,0,-3.23
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,1,354.815,3,2,3,109.49,-3.79
CCC1CCCCC1,1,112.216,0,1,1,0,-4.25
CCCCCCCC(=O)C,1,142.242,0,0,6,17.07,-2.58
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,1,295.298,2,3,3,84.08,-3.88
